Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,label
192.168.220.130-192.168.220.1-80-60892-6,192.168.220.1,60892,192.168.220.130,80,6,28-04-2025 15:27,2004306,4,6,0,0,0,0,0,0,0,0,0,0,0,4.989258127,222700.6667,264034.3107,502527,19,1501658,500552.6667,103.5100639,500657,500450,2004306,400861.2,224037.3822,502560,94,0,0,0,0,128,132,1.995703251,2.993554876,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-103.226.190.44-44480-443-6,103.226.190.44,443,192.168.220.130,44480,6,28-04-2025 15:49,8587,2,1,0,0,0,0,0,0,0,0,0,0,0,349.3653197,4293.5,6071.92593,8587,0,8587,8587,0,8587,8587,0,0,0,0,0,0,0,0,0,40,20,232.9102131,116.4551066,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-34.239.21.225-57820-443-6,192.168.220.130,57820,34.239.21.225,443,6,28-04-2025 15:49,800902,10,10,792,4588,517,0,79.2,164.7232022,2904,0,458.8,968.7549627,6717.426102,24.97184425,42152.73684,83617.04729,217159,12,588493,65388.11111,97885.6091,217931,239,800675,88963.88889,105244.6826,217159,276,0,0,0,0,200,224,12.48592212,12.48592212,0,2904,256.1904762,688.47568,473998.7619,0,1,0,0,0,0,0,0,1,269,79.2,458.8,0,0,0,0,0,0,10,792,10,4588,-1,64240,4,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-35.190.72.216-51518-443-17,192.168.220.130,51518,35.190.72.216,443,17,28-04-2025 15:47,331677,7,9,507,5763,189,31,72.42857143,58.74480727,1357,27,640.3333333,586.6191269,18903.93365,48.23970308,22111.8,55705.12684,219826,0,294315,49052.5,85588.09211,221508,231,331677,41459.625,75604.63911,221734,0,0,0,0,0,56,72,21.1048701,27.13483299,27,1357,448.6470588,554.5415833,307516.3676,0,0,0,0,0,0,0,0,1,476.6875,72.42857143,640.3333333,0,0,0,0,0,0,7,507,9,5763,-1,-1,7,0,0,0,0,0,0,0,0,0,normal,0
142.250.183.67-192.168.220.130-80-46920-6,192.168.220.130,46920,142.250.183.67,80,6,28-04-2025 15:47,114255416,27,25,2888,3758,413,0,106.962963,184.2447122,701,0,150.32,248.6667315,58.1679209,0.455120657,2240302.275,4139536.92,10400000,20,114000000,4393679.385,4944349.321,10400000,407,114000000,4760642.333,5194098.039,11300000,1186,0,0,0,0,540,524,0.236312649,0.218808008,0,701,125.3962264,215.1506931,46289.82075,0,1,0,0,0,0,0,0,0,127.8076923,106.962963,150.32,0,0,0,0,0,0,27,2888,25,3758,-1,64240,7,0,359412.0909,511304.5965,1282388,238,10000000,641133.5131,10400000,8116130,normal,0
142.251.42.98-192.168.220.130-443-47506-17,192.168.220.130,47506,142.251.42.98,443,17,28-04-2025 15:48,435553,7,14,770,5713,304,31,110,108.7658034,1357,24,408.0714286,543.7667011,14884.52611,48.21456861,21777.65,35814.56645,134337,0,433661,72276.83333,58070.38682,168001,9711,434825,33448.07692,57298.40235,206800,0,0,0,0,0,56,112,16.07152287,32.14304574,24,1357,356.3636364,506.0782497,256115.1948,0,0,0,0,0,0,0,0,2,373.3333333,110,408.0714286,0,0,0,0,0,0,7,770,14,5713,-1,-1,7,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-58973-6,192.168.220.1,58973,192.168.220.130,80,6,28-04-2025 15:27,2005934,4,6,0,0,0,0,0,0,0,0,0,0,0,4.985208885,222881.5556,264200.8738,502557,19,1503161,501053.6667,114.5527535,501150,500927,2005934,401186.8,224223.6655,502576,85,0,0,0,0,128,132,1.994083554,2.991125331,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
172.67.184.41-192.168.220.130-443-51400-6,192.168.220.130,51400,172.67.184.41,443,6,28-04-2025 15:49,920788,9,11,1074,4508,517,0,119.3333333,179.7032276,3106,0,409.8181818,938.1237464,6062.198899,21.72052633,48462.52632,176127.2489,773924,0,893200,111650,268410.4933,773965,42,920747,92074.7,256260.404,820941,0,0,0,0,0,180,244,9.774236849,11.94628948,0,3106,265.8095238,691.0493194,477549.1619,0,1,0,0,0,0,0,0,1,279.1,119.3333333,409.8181818,0,0,0,0,0,0,9,1074,11,4508,-1,64240,5,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-60229-6,192.168.220.1,60229,192.168.220.130,80,6,28-04-2025 15:27,2006012,4,6,0,0,0,0,0,0,0,0,0,0,0,4.985015045,222890.2222,264115.2273,502184,41,1503953,501317.6667,920.0028985,502359,500615,2006012,401202.4,224257.3616,502271,41,0,0,0,0,128,132,1.994006018,2.991009027,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-34.36.137.203-51468-443-6,192.168.220.130,51468,34.36.137.203,443,6,28-04-2025 15:46,117501267,15,16,1080,3992,517,0,72,136.4891414,3121,0,249.5,781.0804483,43.16549199,0.263826942,3916708.9,14700000,58200000,20,117000000,8392100.429,21100000,58200000,364,118000000,7833412,20400000,58200000,204,0,0,0,0,300,344,0.127658198,0.136168744,0,3121,158.5,558.8571864,312321.3548,0,1,0,0,0,0,0,0,1,163.6129032,72,249.5,0,0,0,0,0,0,15,1080,16,3992,-1,64240,8,0,639299,823466.8589,1221578,57020,58100000,150449.6956,58200000,58000000,normal,0
192.168.220.130-192.168.220.1-80-57825-6,192.168.220.1,57825,192.168.220.130,80,6,28-04-2025 15:27,2006178,4,6,0,0,0,0,0,0,0,0,0,0,0,4.984602563,222908.6667,264227.7101,502383,38,1503624,501208,434.1923537,501475,500707,2006178,401235.6,224277.1314,502515,38,0,0,0,0,128,132,1.993841025,2.990761538,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.1-80-62864-6,192.168.220.1,62864,192.168.220.130,80,6,28-04-2025 15:28,2004502,4,6,0,0,0,0,0,0,0,0,0,0,0,4.988770278,222722.4444,264003.0752,501605,8,1502885,500961.6667,845.0712002,501813,500123,2004502,400900.4,224106.5853,501745,8,0,0,0,0,128,132,1.995508111,2.993262167,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-63.32.130.15-42252-443-6,192.168.220.130,42252,63.32.130.15,443,6,28-04-2025 15:49,760261,8,9,782,3434,517,0,97.75,179.206784,3162,0,381.5555556,1045.647181,5545.463992,22.3607419,47516.3125,65618.46194,155386,58,622769,88967,80327.0822,178073,1080,716264,89533,70606.97583,156132,723,0,0,0,0,160,204,10.52270207,11.83803983,0,3162,234.2222222,742.4542415,551238.3007,0,1,0,0,0,0,0,0,1,248,97.75,381.5555556,0,0,0,0,0,0,8,782,9,3434,-1,64240,4,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.2-60360-53-17,192.168.220.130,60360,192.168.220.2,53,17,28-04-2025 15:49,37338,1,3,40,200,40,40,40,0,104,40,66.66666667,33.30665599,6427.767958,107.129466,12446,20524.61754,36141,186,0,0,0,0,0,37338,18669,24972.18308,36327,1011,0,0,0,0,8,24,26.78236649,80.34709947,40,104,56,27.71281292,768,0,0,0,0,0,0,0,0,3,70,40,66.66666667,0,0,0,0,0,0,1,40,3,200,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-103.226.190.12-52788-443-6,192.168.220.130,52788,103.226.190.12,443,6,28-04-2025 15:47,103496024,90,119,3872,1079895,3291,0,43.02222222,350.5290377,50832,0,9074.747899,9402.011971,10471.58101,2.019401248,497577.0385,2189931.685,10200000,0,103000000,1162624.056,3240534.957,10200000,63,103000000,877084.9492,2885458.084,11000000,0,0,0,0,0,1800,2404,0.869598623,1.149802624,0,50832,5160.795238,8371.951694,70100000,0,1,0,0,0,0,0,0,1,5185.488038,43.02222222,9074.747899,0,0,0,0,0,0,90,3872,119,1079895,-1,64240,3,0,136216.4,328627.1804,1023860,173,10200000,70750.25228,10200000,10000000,normal,0
192.168.220.130-192.168.220.1-80-60382-6,192.168.220.1,60382,192.168.220.130,80,6,28-04-2025 15:27,2004044,4,6,0,0,0,0,0,0,0,0,0,0,0,4.989910401,222671.5556,264022.3472,501743,15,1502238,500746,441.7680387,501071,500243,2004044,400808.8,224039.464,501773,36,0,0,0,0,128,132,1.99596416,2.993946241,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
142.250.183.67-192.168.220.130-80-46920-6,192.168.220.130,46920,142.250.183.67,80,6,28-04-2025 15:49,32877837,4,5,0,0,0,0,0,0,0,0,0,0,0,0.273740636,4109729.625,5128385.068,10200000,267,22600000,7545834,4666801.926,10200000,2157077,30700000,7680272.5,5120004.563,10200000,267,0,0,0,0,80,100,0.121662505,0.152078131,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,5,0,-1,64240,0,0,302.6666667,31.78574104,328,267,10200000,3712.390919,10200000,10200000,normal,0
173.194.140.200-192.168.220.130-443-40244-6,192.168.220.130,40244,173.194.140.200,443,6,28-04-2025 15:47,1046166,7,7,2064,1404,1373,0,294.8571429,523.581394,1201,0,200.5714286,447.5875546,3314.961488,13.38219747,80474.30769,163455.8217,521248,54,787003,131167.1667,218610.1691,525137,145,1042936,173822.6667,211430.0668,521248,1372,0,0,0,0,140,164,6.691098736,6.691098736,0,1373,231.2,457.884764,209658.4571,0,1,0,0,0,0,0,0,1,247.7142857,294.8571429,200.5714286,0,0,0,0,0,0,7,2064,7,1404,-1,64240,4,0,0,0,0,0,0,0,0,0,normal,0
175.100.184.18-192.168.220.130-80-49706-6,192.168.220.130,49706,175.100.184.18,80,6,28-04-2025 15:49,11322863,5,5,416,890,416,0,83.2,186.0408557,890,0,178,398.0201,115.341853,0.883168859,1258095.889,3296924.129,10000000,69,11300000,2825600.75,4805096.071,10000000,1273,11300000,2830715.75,5473791.774,11000000,2058,0,0,0,0,100,124,0.44158443,0.44158443,0,890,118.7272727,284.6222377,81009.81818,0,1,0,0,0,0,0,0,1,130.6,83.2,178,0,0,0,0,0,0,5,416,5,890,-1,64240,1,0,283442,0,283442,283442,10000000,0,10000000,10000000,normal,0
142.250.192.78-192.168.220.130-443-37702-6,192.168.220.130,37702,142.250.192.78,443,6,28-04-2025 15:47,116413010,13,15,860,6031,517,0,66.15384615,143.5838002,2484,0,402.0666667,761.2902081,59.19441478,0.240522945,4311592.963,15500000,58200000,1,116000000,9700270.583,22600000,58200000,72,116000000,8315209.929,21100000,58200000,1,0,0,0,0,260,324,0.111671367,0.128851578,0,2484,237.6206897,573.3855231,328770.9581,0,1,0,0,0,0,0,0,1,246.1071429,66.15384615,402.0666667,0,0,0,0,0,0,13,860,15,6031,-1,64240,6,0,80157.5,100902.0164,151506,8809,58100000,107321.1317,58200000,58000000,normal,0
192.168.220.130-192.168.220.2-37619-53-17,192.168.220.130,37619,192.168.220.2,53,17,28-04-2025 15:49,36462,1,3,35,303,35,35,35,0,144,35,101,58.02585631,9269.924853,109.7032527,12154,19968.80685,35207,212,0,0,0,0,0,36462,18231,24307.50271,35419,1043,0,0,0,0,8,24,27.42581318,82.27743953,35,144,74.6,54.68363558,2990.3,0,0,0,0,0,0,0,0,3,93.25,35,101,0,0,0,0,0,0,1,35,3,303,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
142.250.183.198-192.168.220.130-443-33654-6,192.168.220.130,33654,142.250.183.198,443,6,28-04-2025 15:48,1094149,15,16,1606,6271,722,0,107.0666667,216.1677479,3038,0,391.9375,766.9853079,7199.202302,28.33252144,36471.63333,123495.7147,637203,0,1067552,76253.71429,175649.8178,637690,132,1089198,72613.2,169759.8508,637203,0,0,0,0,0,300,344,13.70928457,14.62323687,0,3038,246.15625,572.7413484,328032.6522,0,1,0,0,0,0,0,0,1,254.0967742,107.0666667,391.9375,0,0,0,0,0,0,15,1606,16,6271,-1,64240,8,0,0,0,0,0,0,0,0,0,normal,0
142.250.192.3-192.168.220.130-443-40702-6,142.250.192.3,443,192.168.220.130,40702,6,28-04-2025 15:49,16589,2,1,0,0,0,0,0,0,0,0,0,0,0,180.8427271,8294.5,11157.4379,16184,405,16184,16184,0,16184,16184,0,0,0,0,0,0,0,0,0,40,20,120.5618181,60.28090904,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,normal,0
142.250.192.3-192.168.220.130-443-34273-17,192.168.220.130,34273,142.250.192.3,443,17,28-04-2025 15:49,128811,4,7,2859,6193,1357,32,714.75,742.3433056,1357,27,884.7142857,616.5554082,70273.50149,85.39643353,12881.1,14535.32072,40367,0,88444,29481.33333,25441.65728,44896,116,107997,17999.5,16941.17872,42412,0,0,0,0,0,32,56,31.05324856,54.34318498,27,1357,867.4166667,622.9751868,388098.0833,0,0,0,0,0,0,0,0,1,946.2727273,714.75,884.7142857,0,0,0,0,0,0,4,2859,7,6193,-1,-1,4,0,0,0,0,0,0,0,0,0,normal,0
142.251.42.100-192.168.220.130-443-53594-6,192.168.220.130,53594,142.251.42.100,443,6,28-04-2025 15:49,10734931,249,309,29049,746684,1605,0,116.6626506,294.8726329,26828,0,2416.453074,4244.908772,72262.50453,51.97984039,19272.76661,129135.6174,2235037,0,10700000,43244.15726,191405.801,2235516,54,10700000,34851.91234,172357.1482,2235649,0,0,0,0,0,4980,6204,23.19530512,28.78453527,0,26828,1387.715564,3360.830601,11300000,0,1,0,0,0,0,0,0,1,1390.202509,116.6626506,2416.453074,0,0,0,0,0,0,249,29049,309,746684,-1,64240,109,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.2-35631-53-17,192.168.220.130,35631,192.168.220.2,53,17,28-04-2025 15:49,36629,1,3,39,255,39,39,39,0,114,39,85,40.28647416,8026.427148,109.2030904,12209.66667,21011.07578,36471,1,0,0,0,0,0,36629,18314.5,25899.20007,36628,1,0,0,0,0,8,24,27.30077261,81.90231784,39,114,66.6,38.03025112,1446.3,0,0,0,0,0,0,0,0,3,83.25,39,85,0,0,0,0,0,0,1,39,3,255,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-63613-6,192.168.220.1,63613,192.168.220.130,80,6,28-04-2025 15:28,2006691,4,6,0,0,0,0,0,0,0,0,0,0,0,4.983328275,222965.6667,264334.9406,501928,34,1504690,501563.3333,477.0013976,501858,501013,2006691,401338.2,224336.2576,502021,34,0,0,0,0,128,132,1.99333131,2.989996965,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
142.250.199.177-192.168.220.130-443-34662-6,192.168.220.130,34662,142.250.199.177,443,6,28-04-2025 15:47,116831014,12,13,860,4379,517,0,71.66666667,148.5244598,3656,0,336.8461538,1011.2816,44.84254498,0.213984276,4867958.917,16400000,58500000,31,117000000,10600000,23600000,58500000,659,117000000,9735910.5,22700000,58500000,613,0,0,0,0,240,284,0.102712453,0.111271824,0,3656,201.5,720.9983218,519838.58,0,1,0,0,0,0,0,0,1,209.56,71.66666667,336.8461538,0,0,0,0,0,0,12,860,13,4379,-1,64240,6,0,156334.5,203848.2784,300477,12192,58300000,299804.7899,58500000,58000000,normal,0
192.168.220.130-192.168.220.2-56310-53-17,192.168.220.130,56310,192.168.220.2,53,17,28-04-2025 15:47,16550,1,3,45,311,45,45,45,0,157,45,103.6666667,56.19015335,21510.57402,241.6918429,5516.666667,8916.808697,15810,158,0,0,0,0,0,16550,8275,10879.54494,15968,582,0,0,0,0,8,24,60.42296073,181.2688822,45,157,80.2,51.09990215,2611.2,0,0,0,0,0,0,0,0,3,100.25,45,103.6666667,0,0,0,0,0,0,1,45,3,311,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-58324-6,192.168.220.1,58324,192.168.220.130,80,6,28-04-2025 15:27,2002375,4,6,0,0,0,0,0,0,0,0,0,0,0,4.994069542,222486.1111,263768.7451,500770,19,1501881,500627,214.2731901,500851,500424,2002375,400475,223798.0488,500789,133,0,0,0,0,128,132,1.997627817,2.996441725,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
173.194.140.200-192.168.220.130-443-40244-6,173.194.140.200,443,192.168.220.130,40244,6,28-04-2025 15:47,9016,2,1,0,0,0,0,0,0,0,0,0,0,0,332.7417924,4508,6028.792416,8771,245,8771,8771,0,8771,8771,0,0,0,0,0,0,0,0,0,40,20,221.8278616,110.9139308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-34.149.100.209-36814-443-6,192.168.220.130,36814,34.149.100.209,443,6,28-04-2025 15:49,9219,1,3,0,78,0,0,0,0,39,0,26,22.5166605,8460.787504,433.8865387,3073,4853.443211,8672,63,0,0,0,0,0,9156,4578,5789.790324,8672,484,0,1,0,0,20,60,108.4716347,325.414904,0,39,23.4,21.36117974,456.3,0,0,0,1,1,0,0,0,3,29.25,0,26,0,0,0,0,0,0,1,0,3,78,-1,64240,0,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.2-46150-53-17,192.168.220.130,46150,192.168.220.2,53,17,28-04-2025 15:47,18444,1,3,35,390,35,35,35,0,199,35,130,85.03528679,23042.72392,216.8726957,6148,10304.15999,18044,1,0,0,0,0,0,18444,9222,13040.46326,18443,1,0,0,0,0,8,24,54.21817393,162.6545218,35,199,92,79.51729372,6323,0,0,0,0,0,0,0,0,3,115,35,130,0,0,0,0,0,0,1,35,3,390,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-61411-6,192.168.220.1,61411,192.168.220.130,80,6,28-04-2025 15:28,2001351,4,6,0,0,0,0,0,0,0,0,0,0,0,4.99662478,222372.3333,263614.3053,501032,25,1500152,500050.6667,22.89832599,500069,500025,2001351,400270.2,223678.9606,501116,142,0,0,0,0,128,132,1.998649912,2.997974868,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
142.250.199.177-192.168.220.130-443-43886-17,192.168.220.130,43886,142.250.199.177,443,17,28-04-2025 15:49,394082,8,12,1139,7230,834,29,142.375,280.9036121,1357,24,602.5,616.3082906,21236.69693,50.75085896,20741.15789,30257.01868,124567,0,302522,43217.42857,48528.07285,124567,541,394082,35825.63636,48268.84879,164064,0,0,0,0,0,64,96,20.30034358,30.45051537,24,1357,463.1428571,573.8337987,329285.2286,0,0,0,0,0,0,0,0,1,486.3,142.375,602.5,0,0,0,0,0,0,8,1139,12,7230,-1,-1,8,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-59030-6,192.168.220.1,59030,192.168.220.130,80,6,28-04-2025 15:27,2003088,4,6,0,0,0,0,0,0,0,0,0,0,0,4.992291901,222565.3333,263847.0372,500874,32,1502198,500732.6667,228.9330324,500997,500598,2003088,400617.6,223934.2188,500945,32,0,0,0,0,128,132,1.996916761,2.995375141,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.2-45584-53-17,192.168.220.130,45584,192.168.220.2,53,17,28-04-2025 15:47,25152,1,3,35,149,35,35,35,0,63,35,49.66666667,14.04753834,7315.521628,159.0330789,8384,14434.13375,25051,0,0,0,0,0,0,25152,12576,17785.14976,25152,0,0,0,0,0,8,24,39.75826972,119.2748092,35,63,43.8,12.77497554,163.2,0,0,0,0,0,0,0,0,3,54.75,35,49.66666667,0,0,0,0,0,0,1,35,3,149,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.2-55646-53-17,192.168.220.130,55646,192.168.220.2,53,17,28-04-2025 15:46,18237,1,3,43,226,43,43,43,0,124,43,75.33333333,42.89910644,14750.23304,219.3343203,6079,8875.287657,16278,110,0,0,0,0,0,18237,9118.5,10280.62549,16388,1849,0,0,0,0,8,24,54.83358008,164.5007403,43,124,62.4,35.12548932,1233.8,0,0,0,0,0,0,0,0,3,78,43,75.33333333,0,0,0,0,0,0,1,43,3,226,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-103.226.190.44-38251-443-17,192.168.220.130,38251,103.226.190.44,443,17,28-04-2025 15:47,380975,8,13,3364,7775,1357,31,420.5,587.9808063,1357,25,598.0769231,584.5705634,29238.13899,55.12172715,19048.75,54230.94933,244491,0,324302,46328.85714,104347.5325,282416,75,380975,31747.91667,72765.35949,257907,0,0,0,0,0,64,104,20.9987532,34.12297395,25,1357,568,590.7643959,349002.5714,0,0,0,0,0,0,0,0,1,595.047619,420.5,598.0769231,0,0,0,0,0,0,8,3364,13,7775,-1,-1,8,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.2-45181-53-17,192.168.220.130,45181,192.168.220.2,53,17,28-04-2025 15:47,18658,1,3,54,392,54,54,54,0,206,54,130.6666667,76.00877142,23903.95541,214.3852503,6219.333333,9927.208084,17673,93,0,0,0,0,0,18658,9329,11931.71983,17766,892,0,0,0,0,8,24,53.59631257,160.7889377,54,206,100,68.20557162,4652,0,0,0,0,0,0,0,0,3,125,54,130.6666667,0,0,0,0,0,0,1,54,3,392,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-59840-6,192.168.220.1,59840,192.168.220.130,80,6,28-04-2025 15:27,2004915,4,6,0,0,0,0,0,0,0,0,0,0,0,4.987742623,222768.3333,264063.7625,501839,24,1503814,501271.3333,701.100088,501994,500594,2004915,400983,224143.3526,501915,24,0,0,0,0,128,132,1.995097049,2.992645574,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
142.251.42.72-192.168.220.130-443-36908-6,192.168.220.130,36908,142.251.42.72,443,6,28-04-2025 15:49,740448,32,31,1147,114146,517,0,35.84375,103.6308926,12708,0,3682.129032,3896.369778,155707.0854,85.08362505,11942.70968,33131.0003,195846,1,730452,23562.96774,44803.95625,195846,82,735955,24531.83333,45896.10971,196622,1,0,0,0,0,640,644,43.21707939,41.86654566,0,12708,1801.453125,3257.300279,10600000,0,1,0,0,0,0,0,0,0,1830.047619,35.84375,3682.129032,0,0,0,0,0,0,32,1147,31,114146,-1,64240,8,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.2-45829-53-17,192.168.220.130,45829,192.168.220.2,53,17,28-04-2025 15:47,15824,1,3,37,247,37,37,37,0,111,37,82.33333333,39.71565602,17947.42164,252.7805865,5274.666667,8456.261014,15035,149,0,0,0,0,0,15824,7912,10284.16103,15184,640,0,0,0,0,8,24,63.19514661,189.5854398,37,111,64.2,37.48599739,1405.2,0,0,0,0,0,0,0,0,3,80.25,37,82.33333333,0,0,0,0,0,0,1,37,3,247,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
142.251.42.22-192.168.220.130-443-43984-6,192.168.220.130,43984,142.251.42.22,443,6,28-04-2025 15:49,481720,25,25,1159,69880,517,0,46.36,116.6829322,11296,0,2795.2,3606.922384,147469.4843,103.7947355,9831.020408,37566.36705,249007,0,471141,19630.875,52483.51176,249007,75,469551,19564.625,52838.23271,250489,0,0,0,0,0,500,524,51.89736777,51.89736777,0,11296,1392.921569,2860.051215,8179892.954,0,1,0,0,0,0,0,0,1,1420.78,46.36,2795.2,0,0,0,0,0,0,25,1159,25,69880,-1,64240,8,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-18.66.41.25-43000-443-6,192.168.220.130,43000,18.66.41.25,443,6,28-04-2025 15:49,87171,13,15,1073,41347,517,0,82.53846154,157.4174998,14082,0,2756.466667,4247.477434,486629.7278,321.2077411,3228.555556,8034.291656,40767,1,76901,6408.416667,11308.0621,40767,72,87101,6221.5,10699.02143,41496,1,0,0,0,0,260,324,149.1321655,172.0755756,0,14082,1462.758621,3299.79565,10900000,0,1,0,0,0,0,0,0,1,1515,82.53846154,2756.466667,0,0,0,0,0,0,13,1073,15,41347,-1,64240,5,0,0,0,0,0,0,0,0,0,normal,0
142.251.42.72-192.168.220.130-443-36908-6,142.251.42.72,443,192.168.220.130,36908,6,28-04-2025 15:49,19983,2,1,0,0,0,0,0,0,0,0,0,0,0,150.1276085,9991.5,14130.11481,19983,0,19983,19983,0,19983,19983,0,0,0,0,0,0,0,0,0,40,20,100.0850723,50.04253616,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-59003-6,192.168.220.1,59003,192.168.220.130,80,6,28-04-2025 15:27,2003400,4,6,0,0,0,0,0,0,0,0,0,0,0,4.991514425,222600,263879.2,501282,13,1502066,500688.6667,92.04527871,500757,500584,2003400,400680,223979.8307,501319,13,0,0,0,0,128,132,1.99660577,2.994908655,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
